query,winner_url,loser_url,preference_strength,usable_for_training,weight,winner_page_score,loser_page_score,winner_ranking_target,loser_ranking_target,target_margin,winner_rank,loser_rank,serp_rank_delta,label_source,labeler,reason,patterns,d50_focus_query
ремонт квартир Нижний Новгород,https://nn.korona-remont.ru/,https://remontstroynn.ru/,strong,True,1.0,72.7,75.3,77.7079,68.3533,9.3546,2,8,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://nn.korona-remont.ru/,https://tpk-nn.com/services/remont/remont-kvartir/,strong,True,1.0,72.7,71.5,77.7079,64.7661,12.9418,2,10,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://nn.korona-remont.ru/,https://uslugi.yandex.ru/47-nizhny-novgorod/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,weak,True,0.5,72.7,72.6,77.7079,73.6708,4.0371,2,4,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://nn.korona-remont.ru/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug?q=ремонт+квартир,strong,True,1.0,72.7,25.8,77.7079,34.0768,43.6311,2,5,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://profi.ru/geo-nnov/remont/remont-kvartir/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug?q=ремонт+квартир,strong,True,1.0,67.4,25.8,61.7822,34.0768,27.7054,9,5,-4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remo152.ru/,https://comfort52.ru/,strong,True,1.0,75.7,68.9,78.185,68.1276,10.0574,3,6,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remo152.ru/,https://max-dar.ru/,strong,True,1.0,75.7,69.1,78.185,67.0731,11.1119,3,7,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remo152.ru/,https://profi.ru/geo-nnov/remont/remont-kvartir/,strong,True,1.0,75.7,67.4,78.185,61.7822,16.4028,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remo152.ru/,https://remontstroynn.ru/,strong,True,1.0,75.7,75.3,78.185,68.3533,9.8317,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remo152.ru/,https://tpk-nn.com/services/remont/remont-kvartir/,strong,True,1.0,75.7,71.5,78.185,64.7661,13.4189,3,10,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remo152.ru/,https://uslugi.yandex.ru/47-nizhny-novgorod/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,weak,True,0.5,75.7,72.6,78.185,73.6708,4.5142,3,4,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remo152.ru/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug?q=ремонт+квартир,strong,True,1.0,75.7,25.8,78.185,34.0768,44.1082,3,5,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remontstroynn.ru/,https://profi.ru/geo-nnov/remont/remont-kvartir/,weak,True,0.5,75.3,67.4,68.3533,61.7822,6.5711,8,9,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remontstroynn.ru/,https://tpk-nn.com/services/remont/remont-kvartir/,uncertain,False,0.0,75.3,71.5,68.3533,64.7661,3.5872,8,10,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://remontstroynn.ru/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug?q=ремонт+квартир,strong,True,1.0,75.3,25.8,68.3533,34.0768,34.2765,8,5,-3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://tpk-nn.com/services/remont/remont-kvartir/,https://profi.ru/geo-nnov/remont/remont-kvartir/,uncertain,False,0.0,71.5,67.4,64.7661,61.7822,2.9839,10,9,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://tpk-nn.com/services/remont/remont-kvartir/,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug?q=ремонт+квартир,strong,True,1.0,71.5,25.8,64.7661,34.0768,30.6893,10,5,-5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://uslugi.yandex.ru/47-nizhny-novgorod/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,https://comfort52.ru/,weak,True,0.5,72.6,68.9,73.6708,68.1276,5.5432,4,6,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://uslugi.yandex.ru/47-nizhny-novgorod/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,https://max-dar.ru/,weak,True,0.5,72.6,69.1,73.6708,67.0731,6.5977,4,7,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://uslugi.yandex.ru/47-nizhny-novgorod/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,https://profi.ru/geo-nnov/remont/remont-kvartir/,strong,True,1.0,72.6,67.4,73.6708,61.7822,11.8886,4,9,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://uslugi.yandex.ru/47-nizhny-novgorod/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,https://remontstroynn.ru/,weak,True,0.5,72.6,75.3,73.6708,68.3533,5.3175,4,8,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://uslugi.yandex.ru/47-nizhny-novgorod/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,https://tpk-nn.com/services/remont/remont-kvartir/,strong,True,1.0,72.6,71.5,73.6708,64.7661,8.9047,4,10,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Нижний Новгород,https://uslugi.yandex.ru/47-nizhny-novgorod/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,https://www.avito.ru/nizhniy_novgorod/predlozheniya_uslug?q=ремонт+квартир,strong,True,1.0,72.6,25.8,73.6708,34.0768,39.594,4,5,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Новосибирск,https://stroikaveka54.ru/,https://nsk.proff-remont.ru/,weak,True,0.5,82.7,81.7,86.772,79.5163,7.2557,1,5,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://masterrem63.ru/,https://remo63.ru/,uncertain,False,0.0,75.8,78.4,74.2919,70.5856,3.7063,6,9,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://masterrem63.ru/,https://remont063.ru/,strong,True,1.0,75.8,62.0,74.2919,64.2792,10.0127,6,5,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://masterrem63.ru/,https://um-samara.ru/,weak,True,0.5,75.8,79.8,74.2919,70.1595,4.1324,6,10,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://masterrem63.ru/,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,strong,True,1.0,75.8,27.2,74.2919,42.5147,31.7772,6,1,-5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://proremont-safe.ru/,https://remo63.ru/,weak,True,0.5,80.6,78.4,75.7084,70.5856,5.1228,7,9,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://proremont-safe.ru/,https://remont063.ru/,strong,True,1.0,80.6,62.0,75.7084,64.2792,11.4292,7,5,-2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://proremont-safe.ru/,https://remontoff-samara.ru/,uncertain,False,0.0,80.6,80.6,75.7084,73.5682,2.1402,7,8,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://proremont-safe.ru/,https://um-samara.ru/,weak,True,0.5,80.6,79.8,75.7084,70.1595,5.5489,7,10,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://proremont-safe.ru/,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,strong,True,1.0,80.6,27.2,75.7084,42.5147,33.1937,7,1,-6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remo63.ru/,https://remont063.ru/,weak,True,0.5,78.4,62.0,70.5856,64.2792,6.3064,9,5,-4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remo63.ru/,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,strong,True,1.0,78.4,27.2,70.5856,42.5147,28.0709,9,1,-8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remont063.ru/,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,strong,True,1.0,62.0,27.2,64.2792,42.5147,21.7645,5,1,-4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontkvsamara.ru/,https://masterrem63.ru/,strong,True,1.0,83.2,75.8,86.0383,74.2919,11.7464,2,6,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontkvsamara.ru/,https://proremont-safe.ru/,strong,True,1.0,83.2,80.6,86.0383,75.7084,10.3299,2,7,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontkvsamara.ru/,https://remo63.ru/,strong,True,1.0,83.2,78.4,86.0383,70.5856,15.4527,2,9,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontkvsamara.ru/,https://remont063.ru/,strong,True,1.0,83.2,62.0,86.0383,64.2792,21.7591,2,5,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontkvsamara.ru/,https://remontoff-samara.ru/,strong,True,1.0,83.2,80.6,86.0383,73.5682,12.4701,2,8,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontkvsamara.ru/,https://um-samara.ru/,strong,True,1.0,83.2,79.8,86.0383,70.1595,15.8788,2,10,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontkvsamara.ru/,https://uslugi.yandex.ru/51-samara/category?text=ремонт+квартир,weak,True,0.5,83.2,82.3,86.0383,81.7179,4.3204,2,4,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontkvsamara.ru/,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,strong,True,1.0,83.2,27.2,86.0383,42.5147,43.5236,2,1,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontoff-samara.ru/,https://remo63.ru/,uncertain,False,0.0,80.6,78.4,73.5682,70.5856,2.9826,8,9,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontoff-samara.ru/,https://remont063.ru/,strong,True,1.0,80.6,62.0,73.5682,64.2792,9.289,8,5,-3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontoff-samara.ru/,https://um-samara.ru/,uncertain,False,0.0,80.6,79.8,73.5682,70.1595,3.4087,8,10,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://remontoff-samara.ru/,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,strong,True,1.0,80.6,27.2,73.5682,42.5147,31.0535,8,1,-7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://samara.proff-remont.ru/,https://masterrem63.ru/,strong,True,1.0,83.4,75.8,84.2632,74.2919,9.9713,3,6,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://samara.proff-remont.ru/,https://proremont-safe.ru/,strong,True,1.0,83.4,80.6,84.2632,75.7084,8.5548,3,7,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://samara.proff-remont.ru/,https://remo63.ru/,strong,True,1.0,83.4,78.4,84.2632,70.5856,13.6776,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://samara.proff-remont.ru/,https://remont063.ru/,strong,True,1.0,83.4,62.0,84.2632,64.2792,19.984,3,5,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://samara.proff-remont.ru/,https://remontoff-samara.ru/,strong,True,1.0,83.4,80.6,84.2632,73.5682,10.695,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://samara.proff-remont.ru/,https://um-samara.ru/,strong,True,1.0,83.4,79.8,84.2632,70.1595,14.1037,3,10,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://samara.proff-remont.ru/,https://uslugi.yandex.ru/51-samara/category?text=ремонт+квартир,uncertain,False,0.0,83.4,82.3,84.2632,81.7179,2.5453,3,4,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://samara.proff-remont.ru/,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,strong,True,1.0,83.4,27.2,84.2632,42.5147,41.7485,3,1,-2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://um-samara.ru/,https://remont063.ru/,weak,True,0.5,79.8,62.0,70.1595,64.2792,5.8803,10,5,-5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://um-samara.ru/,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,strong,True,1.0,79.8,27.2,70.1595,42.5147,27.6448,10,1,-9,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://uslugi.yandex.ru/51-samara/category?text=ремонт+квартир,https://masterrem63.ru/,weak,True,0.5,82.3,75.8,81.7179,74.2919,7.426,4,6,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://uslugi.yandex.ru/51-samara/category?text=ремонт+квартир,https://proremont-safe.ru/,weak,True,0.5,82.3,80.6,81.7179,75.7084,6.0095,4,7,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://uslugi.yandex.ru/51-samara/category?text=ремонт+квартир,https://remo63.ru/,strong,True,1.0,82.3,78.4,81.7179,70.5856,11.1323,4,9,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://uslugi.yandex.ru/51-samara/category?text=ремонт+квартир,https://remont063.ru/,strong,True,1.0,82.3,62.0,81.7179,64.2792,17.4387,4,5,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://uslugi.yandex.ru/51-samara/category?text=ремонт+квартир,https://remontoff-samara.ru/,strong,True,1.0,82.3,80.6,81.7179,73.5682,8.1497,4,8,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://uslugi.yandex.ru/51-samara/category?text=ремонт+квартир,https://um-samara.ru/,strong,True,1.0,82.3,79.8,81.7179,70.1595,11.5584,4,10,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Самара,https://uslugi.yandex.ru/51-samara/category?text=ремонт+квартир,https://www.avito.ru/samara/predlozheniya_uslug/remont_i_otdelka-ASgBAgICAUSYC8CfAQ,strong,True,1.0,82.3,27.2,81.7179,42.5147,39.2032,4,1,-3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://art-a.ru/,https://profi.ru/geo-spb/remont/remont-kvartir/,weak,True,0.5,81.8,71.1,74.6356,70.0717,4.5639,8,6,-2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://art-a.ru/,https://remontsanktpeterburg.ru/,weak,True,0.5,81.8,77.5,74.6356,70.0575,4.5781,8,9,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://art-a.ru/,https://spb.remokey.ru/,strong,True,1.0,81.8,69.6,74.6356,62.6775,11.9581,8,10,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://profi.ru/geo-spb/remont/remont-kvartir/,https://spb.remokey.ru/,weak,True,0.5,71.1,69.6,70.0717,62.6775,7.3942,6,10,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remont.spb.ru/,https://art-a.ru/,weak,True,0.5,73.4,81.8,79.8764,74.6356,5.2408,1,8,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remont.spb.ru/,https://profi.ru/geo-spb/remont/remont-kvartir/,strong,True,1.0,73.4,71.1,79.8764,70.0717,9.8047,1,6,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remont.spb.ru/,https://remontsanktpeterburg.ru/,strong,True,1.0,73.4,77.5,79.8764,70.0575,9.8189,1,9,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remont.spb.ru/,https://restroymaster.ru/,weak,True,0.5,73.4,81.2,79.8764,75.5774,4.299,1,7,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remont.spb.ru/,https://spb.remokey.ru/,strong,True,1.0,73.4,69.6,79.8764,62.6775,17.1989,1,10,9,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remont.spb.ru/,https://uslugi.yandex.ru/2-saint-petersburg/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,weak,True,0.5,73.4,75.8,79.8764,74.683,5.1934,1,5,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remont.spb.ru/,https://www.kp.ru/russia/sankt-peterburg/luchshie-kompanii-po-remontu-kvartir-v-sankt-peterburge/,uncertain,False,0.0,73.4,76.3,79.8764,77.5316,2.3448,1,4,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remontsanktpeterburg.ru/,https://spb.remokey.ru/,weak,True,0.5,77.5,69.6,70.0575,62.6775,7.38,9,10,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remontvspb.ru/,https://art-a.ru/,weak,True,0.5,79.7,81.8,81.254,74.6356,6.6184,3,8,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remontvspb.ru/,https://profi.ru/geo-spb/remont/remont-kvartir/,strong,True,1.0,79.7,71.1,81.254,70.0717,11.1823,3,6,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remontvspb.ru/,https://remontsanktpeterburg.ru/,strong,True,1.0,79.7,77.5,81.254,70.0575,11.1965,3,9,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remontvspb.ru/,https://restroymaster.ru/,weak,True,0.5,79.7,81.2,81.254,75.5774,5.6766,3,7,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remontvspb.ru/,https://spb.remokey.ru/,strong,True,1.0,79.7,69.6,81.254,62.6775,18.5765,3,10,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remontvspb.ru/,https://uslugi.yandex.ru/2-saint-petersburg/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,weak,True,0.5,79.7,75.8,81.254,74.683,6.571,3,5,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remontvspb.ru/,https://vc.ru/life/2792273-35-luchshih-kompaniy-po-remontu-kvartir-v-sankt-peterburge,uncertain,False,0.0,79.7,74.3,81.254,78.8259,2.4281,3,2,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://remontvspb.ru/,https://www.kp.ru/russia/sankt-peterburg/luchshie-kompanii-po-remontu-kvartir-v-sankt-peterburge/,uncertain,False,0.0,79.7,76.3,81.254,77.5316,3.7224,3,4,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://restroymaster.ru/,https://profi.ru/geo-spb/remont/remont-kvartir/,weak,True,0.5,81.2,71.1,75.5774,70.0717,5.5057,7,6,-1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://restroymaster.ru/,https://remontsanktpeterburg.ru/,weak,True,0.5,81.2,77.5,75.5774,70.0575,5.5199,7,9,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://restroymaster.ru/,https://spb.remokey.ru/,strong,True,1.0,81.2,69.6,75.5774,62.6775,12.8999,7,10,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://uslugi.yandex.ru/2-saint-petersburg/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,https://profi.ru/geo-spb/remont/remont-kvartir/,weak,True,0.5,75.8,71.1,74.683,70.0717,4.6113,5,6,1,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://uslugi.yandex.ru/2-saint-petersburg/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,https://remontsanktpeterburg.ru/,weak,True,0.5,75.8,77.5,74.683,70.0575,4.6255,5,9,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://uslugi.yandex.ru/2-saint-petersburg/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,https://spb.remokey.ru/,strong,True,1.0,75.8,69.6,74.683,62.6775,12.0055,5,10,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://vc.ru/life/2792273-35-luchshih-kompaniy-po-remontu-kvartir-v-sankt-peterburge,https://art-a.ru/,weak,True,0.5,74.3,81.8,78.8259,74.6356,4.1903,2,8,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://vc.ru/life/2792273-35-luchshih-kompaniy-po-remontu-kvartir-v-sankt-peterburge,https://profi.ru/geo-spb/remont/remont-kvartir/,strong,True,1.0,74.3,71.1,78.8259,70.0717,8.7542,2,6,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://vc.ru/life/2792273-35-luchshih-kompaniy-po-remontu-kvartir-v-sankt-peterburge,https://remontsanktpeterburg.ru/,strong,True,1.0,74.3,77.5,78.8259,70.0575,8.7684,2,9,7,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://vc.ru/life/2792273-35-luchshih-kompaniy-po-remontu-kvartir-v-sankt-peterburge,https://restroymaster.ru/,uncertain,False,0.0,74.3,81.2,78.8259,75.5774,3.2485,2,7,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://vc.ru/life/2792273-35-luchshih-kompaniy-po-remontu-kvartir-v-sankt-peterburge,https://spb.remokey.ru/,strong,True,1.0,74.3,69.6,78.8259,62.6775,16.1484,2,10,8,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://vc.ru/life/2792273-35-luchshih-kompaniy-po-remontu-kvartir-v-sankt-peterburge,https://uslugi.yandex.ru/2-saint-petersburg/category/remont-i-stroitelstvo/remont-kvartir-i-domov--1816,weak,True,0.5,74.3,75.8,78.8259,74.683,4.1429,2,5,3,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://www.kp.ru/russia/sankt-peterburg/luchshie-kompanii-po-remontu-kvartir-v-sankt-peterburge/,https://art-a.ru/,uncertain,False,0.0,76.3,81.8,77.5316,74.6356,2.896,4,8,4,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://www.kp.ru/russia/sankt-peterburg/luchshie-kompanii-po-remontu-kvartir-v-sankt-peterburge/,https://profi.ru/geo-spb/remont/remont-kvartir/,weak,True,0.5,76.3,71.1,77.5316,70.0717,7.4599,4,6,2,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://www.kp.ru/russia/sankt-peterburg/luchshie-kompanii-po-remontu-kvartir-v-sankt-peterburge/,https://remontsanktpeterburg.ru/,weak,True,0.5,76.3,77.5,77.5316,70.0575,7.4741,4,9,5,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
ремонт квартир Санкт-Петербург,https://www.kp.ru/russia/sankt-peterburg/luchshie-kompanii-po-remontu-kvartir-v-sankt-peterburge/,https://spb.remokey.ru/,strong,True,1.0,76.3,69.6,77.5316,62.6775,14.8541,4,10,6,query_preference_rubric_v5,d51_query_preference_rubric_v1,ranking_target_margin,,False
