query,url,page_target_score,ranking_target_score,critical_search_score,rank_prior_score,quality_band,d50_focus_query,label_source,labeler,notes
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,77.8225,67.8833,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Санкт-Петербург,https://spb.lazurit.com/catalog/668/shkafy-kupe/,32.4,37.7989,22.2394,62.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Санкт-Петербург,https://spb.shkafplus.ru/,67.5,65.5347,73.5649,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Санкт-Петербург,https://kbyro.ru/,60.7,59.0613,70.0154,47.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Санкт-Петербург,https://www.divan.ru/sankt-peterburg/category/shkafy-kupe,74.8,67.4414,79.1029,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Санкт-Петербург,https://www.kupeteka.ru/shkafy-kupe,67.2,61.0317,79.2845,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,https://ekaterinburg.lemanapro.ru/catalogue/shkafy-kupe/,32.2,45.4277,16.4246,100.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,https://kupeural.ru/,69.6,75.2131,71.9071,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,https://33komoda.ru/catalog/shkafy_kupe/,73.1,76.0975,74.8367,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,https://www.e-1.ru/city/ekaterinburg/,72.4,74.7093,79.9756,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,https://kupi-kupe.ru/,67.9,69.3492,74.3416,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,http://ekb.kupicupe.ru/,62.9,64.639,75.1069,62.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,https://www.yapokupayu.ru/blogs/post/gde-kupit-shkaf-v-ekaterinburge,60.2,59.6383,64.4284,55.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,https://ekat.steklodom.com/mebel-na-zakaz/shkafy/,63.1,60.7439,71.3124,47.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,https://www.ekbkupe.ru/,69.5,64.1851,79.3008,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Екатеринбург,https://gipermarketdom.ru/catalog/shkafy_kupe_gotovye/,36.9,36.1899,38.9127,32.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,https://novosibirsk.lemanapro.ru/catalogue/shkafy-kupe/,32.1,45.3493,16.3156,100.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,https://shkaf-kupe-novosibirsk.ru/,77.7,80.8639,76.0995,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,https://4nozhki.ru/tovari/shkafi-kupe/novosibirsk/,23.4,38.1851,27.5138,85.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,https://nsk.lazurit.com/catalog/668/shkafy-kupe/,32.7,41.39,21.9401,77.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,https://mebelti.com/catalog/shkafy-kupe/,77.9,76.5417,80.9577,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,https://mebel-nsk.ru/shkafy/shkafy-kype/,62.3,63.5622,70.4081,62.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,https://artic-mebel.ru/catalog/shkafy-kupe/,71.9,68.251,73.4867,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,http://www.shkaf54.ru/,64.8,61.5873,69.9085,47.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,https://www.kuhni-nsk.ru/catalog/shkafy_kupe/,76.8,68.7646,79.6576,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Новосибирск,https://novosibirsk.mebelgrad.com/catalog/shkafy-kupe-3/,73.7,64.6593,76.6018,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://kazan.lemanapro.ru/catalogue/shkafy-kupe/,32.2,45.4215,16.3834,100.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://kazan.nonton.ru/mebel/shkafy/,63.8,70.5836,65.0173,92.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://kazanshkafkupe.ru/,65.3,71.1119,73.8391,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://kazan.shkafy-moskva.ru/,75.6,75.9779,75.2062,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://www.kazan.bestmebelshop.ru/catalog/shkafy-kupe/,65.6,66.2306,63.0573,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://kupeshki.ru/,72.2,72.0746,86.2376,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://kazan.inmyroom.ru/products/mebel/shkafy/shkafy-kupe,72.7,68.6851,73.0743,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://www.divan.ru/kazan/category/shkafy-kupe,72.3,67.0904,75.596,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://shkafkzn.ru/,70.9,64.2051,73.6473,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Казань,https://sova-mk.ru/shkafy-kupe/,57.0,54.3217,76.7112,32.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Краснодар,https://krasnodar.lemanapro.ru/catalogue/shkafy-kupe/,32.1,45.3475,16.3034,100.0,blocked,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Краснодар,https://shkaf-krasnodar.ru/,67.3,73.1894,67.9226,92.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Краснодар,http://tkmebeli.ru/shkafy-kupe,58.7,66.2469,68.6858,85.0,low,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Краснодар,https://4nozhki.ru/tovari/shkafi-kupe/krasnodar/,24.0,37.088,29.2198,77.5,blocked,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Краснодар,https://www.e-1.ru/city/krasnodar/,70.5,71.1673,75.7152,70.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Краснодар,https://bigmebel-krasnodar.ru/shkafy-kupe/,69.7,68.609,73.4664,62.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Краснодар,https://mebelpik.ru/shop/shkafy-kupe/,74.6,69.6507,71.6581,55.0,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Краснодар,https://krasnodar.nonton.ru/mebel/shkafy/shkafy-kupe/,65.4,62.36,72.5799,47.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Краснодар,https://shkafkupe-krd.ru/,70.2,61.9737,73.1648,32.5,medium,True,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://samara.lemanapro.ru/catalogue/shkafy-kupe/,32.4,45.5637,16.5044,100.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://sam-mebel.ru/,66.0,73.5976,76.0172,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://www.e-1.ru/city/samara/,74.2,77.6805,80.8436,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://samara.nonton.ru/mebel/shkafy/shkafy-kupe/,69.6,72.6317,77.698,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://mebeldom63.ru/cat/shkafyi/shkafy-kupe/,71.9,72.1059,76.1862,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://shkafoff.su/,65.2,63.655,59.0398,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://mebel-kega.ru/shkafy/shkafy-kupe,67.2,66.4904,81.1759,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://shkafoff-63.ru/shkaf-kupe.php,70.9,66.7482,79.1012,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://furnituremodern.ru/samara,67.5,61.7103,71.0688,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Самара,https://fabrikasamara.ru/shkafy-kupe,55.0,52.8391,75.0938,32.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://shkaf-nnov.ru/,65.3,74.185,71.3266,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://mastershkaf-nn.ru/,70.1,74.7618,66.8323,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://www.nn.bestmebelshop.ru/catalog/shkafy-kupe/,69.3,72.6184,67.3492,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://sandi-nn.ru/,59.6,65.0942,68.7814,77.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://novgorod.spravker.ru/shkafyi-kupe/,66.0,67.886,72.4403,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://nizhnij-novgorod.jsprav.ru/proizvodstvo-i-prodazha-shkafov-kupe/,58.2,60.5892,67.5346,62.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://kupe52.ru/,61.9,62.0516,73.4909,55.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://nizhniynovgorod.mebel-1000.ru/catalogue/korpusnaya-mebel/shkafy-kupe/,67.8,62.3448,62.5589,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://nizhnovgorod.aristo.ru/,72.5,66.3171,81.1143,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе Нижний Новгород,https://exline-nn.ru/shkafy-kupe,62.8,58.1041,77.9542,32.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Москва,https://good-mebel.com/category/shkafy-kupe/,80.7,85.2244,81.2693,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Москва,https://www.shkaf-kupe.ru/category/shkafy-kupe/,78.2,81.5676,78.7239,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Москва,https://www.divan.ru/category/shkafy-kupe,78.0,80.2911,82.5409,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Москва,https://shkafy-moskva.ru/tcat/shkafy-kupe/,78.1,78.6889,82.9463,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Москва,https://www.mebelmsk.ru/catalog/shkafy/kupe/,74.7,73.3511,72.9141,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Москва,https://kupehouse.ru/moskva/,72.4,70.49,74.8468,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Москва,https://www.mosdommebel.ru/category/shkafy-kupe/,76.7,72.4951,81.9408,55.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Москва,https://dobraya-mebel.ru/shop/shkafi/shkafy-kupe/,77.6,71.2508,81.4251,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Москва,https://www.fabrika-monolit.ru/shkafy-kupe/,72.8,66.8791,83.6204,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://kupehouse.ru/,80.0,84.4989,79.3262,100.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://spb.stolplit.ru/internet-magazin/katalog-mebeli/80-shkafy-kupe/,70.1,76.314,77.1798,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://nonton.ru/mebel/shkafy/shkafy-kupe/,72.4,76.5075,80.4634,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://www.spb.bestmebelshop.ru/catalog/shkafy-kupe/,73.5,74.4612,73.7749,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://spb.shkaf-kupe.ru/category/shkafy-kupe/,75.3,74.0911,75.3675,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://www.kupenadom.ru/,77.2,73.7485,76.7298,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://spb.lemanapro.ru/catalogue/shkafy-kupe/,26.1,31.2576,16.1709,55.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://shkaf-v-spb.ru/shkaf-kupe-na-zakaz,63.9,61.4933,73.0022,47.5,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://spb.shkafplus.ru/,66.8,61.4595,72.29,40.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Санкт-Петербург,https://sankt-peterburg.good-mebel.com/category/shkafy-kupe/,76.0,66.2554,77.7359,32.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Екатеринбург,https://ekaterinburg.lemanapro.ru/catalogue/shkafy-kupe/,27.4,42.4069,16.1263,100.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Екатеринбург,https://kupi-kupe.ru/,69.2,75.1552,73.1745,92.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Екатеринбург,https://33komoda.ru/catalog/shkafy_kupe/,71.1,73.9424,68.7358,85.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Екатеринбург,https://ekaterinburg.nonton.ru/mebel/shkafy/shkafy-kupe/,70.5,73.1542,77.4612,77.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Екатеринбург,https://www.e-1.ru/city/ekaterinburg/,69.8,70.368,73.2801,70.0,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Екатеринбург,https://kupeural.ru/,68.0,66.8433,68.7222,62.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Екатеринбург,http://ekb.kupicupe.ru/,60.5,60.6841,70.1609,55.0,low,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Екатеринбург,https://ekat.steklodom.com/mebel-na-zakaz/shkafy/,65.0,62.2047,73.1978,47.5,medium,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Екатеринбург,https://gipermarketdom.ru/catalog/shkafy_kupe_gotovye/,35.6,37.097,38.8332,40.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Новосибирск,https://novosibirsk.lemanapro.ru/catalogue/shkafy-kupe/,27.4,42.3969,16.059,100.0,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
шкафы-купе цена Новосибирск,https://4nozhki.ru/tovari/shkafi-kupe/novosibirsk/,16.9,35.4583,24.7019,92.5,blocked,False,seo_weighted_page_quality_v5,d51_query_preference_rubric_v1,deterministic_expert_rubric=true; human_label=false; page_score_carried_from_dataset_v4=true; ranking_target_used_for_preferences=true
