query,url,expert_target_score,label_source,labeler,notes,critical_score,important_score,supporting_score,rank_prior_score,cap_applied,cap_reasons,quality_band,top_positive_factors,top_negative_factors
натяжные потолки Москва,https://www.potolkoff.ru/,72.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=72.0; cap=100.0,0.61457,0.725989,0.9874,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,page_structure:0.175|title_query_fit:0.352
шкафы-купе Нижний Новгород,https://mastershkaf-nn.ru/,70.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=70.1; cap=78.0,0.61205,0.740506,0.8,0.947368,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.274|heading_query_fit:0.338|page_structure:0.409
шкафы-купе Нижний Новгород,https://www.nn.bestmebelshop.ru/catalog/shkafy-kupe/,69.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=product; raw_score=69.3; cap=78.0,0.517288,0.797019,0.94425,0.894737,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|commercial_trust:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,canonical_consistency:0.150|page_structure:0.344|title_query_fit:0.345
шкафы-купе Нижний Новгород,https://sandi-nn.ru/,59.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=homepage; raw_score=59.6; cap=100.0,0.51392,0.682344,0.5197,0.842105,100.0,,low,crawl_indexability:1.000|technical_metadata:0.915|media_and_internal_navigation:0.879,heading_query_fit:0.000|structured_support:0.000|canonical_consistency:0.150|page_structure:0.298
шкафы-купе Нижний Новгород,https://novgorod.spravker.ru/shkafyi-kupe/,66.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=66.0; cap=100.0,0.643941,0.736661,0.649967,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|technical_metadata:0.919,title_query_fit:0.381
шкафы-купе Нижний Новгород,https://nizhnij-novgorod.jsprav.ru/proizvodstvo-i-prodazha-shkafov-kupe/,58.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=content; raw_score=58.2; cap=78.0,0.50886,0.722342,0.6853,0.736842,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|technical_metadata:0.947|text_sufficiency:0.850|media_and_internal_navigation:0.808,canonical_consistency:0.150|title_query_fit:0.300
шкафы-купе Нижний Новгород,https://kupe52.ru/,61.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=61.9; cap=78.0,0.564065,0.706309,0.47555,0.684211,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|technical_metadata:0.968|offer_and_conversion:0.860|text_sufficiency:0.850,structured_support:0.000|canonical_consistency:0.150|page_structure:0.305|title_query_fit:0.323
шкафы-купе Нижний Новгород,https://nizhniynovgorod.mebel-1000.ru/catalogue/korpusnaya-mebel/shkafy-kupe/,67.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=product; raw_score=67.8; cap=78.0,0.580143,0.765354,0.674,0.631579,78.0,critical_query_title_fit_weak|important_canonical_points_elsewhere,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|commercial_trust:0.904,structured_support:0.000|canonical_consistency:0.250|title_query_fit:0.267
шкафы-купе Нижний Новгород,https://nizhnovgorod.aristo.ru/,72.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=72.5; cap=100.0,0.734389,0.728911,0.579983,0.578947,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|technical_metadata:0.921,structured_support:0.187|secondary_commercial_details:0.400
шкафы-купе Нижний Новгород,https://exline-nn.ru/shkafy-kupe,62.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=content; raw_score=62.8; cap=100.0,0.615992,0.71826,0.674,0.526316,100.0,,low,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|commercial_trust:0.904,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.398|page_structure:0.406
шкафы-купе цена Москва,https://good-mebel.com/category/shkafy-kupe/,80.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=category; raw_score=80.7; cap=100.0,0.757634,0.767265,0.8,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.000|title_query_fit:0.363|heading_query_fit:0.371|mobile_render_performance:0.436
шкафы-купе цена Москва,https://www.shkaf-kupe.ru/category/shkafy-kupe/,78.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=category; raw_score=78.2; cap=100.0,0.729586,0.744384,0.8,0.947368,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.000|title_query_fit:0.376|page_structure:0.424
шкафы-купе цена Москва,https://www.divan.ru/category/shkafy-kupe,78.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=category; raw_score=78.3; cap=78.0,0.749404,0.742709,0.735983,0.894737,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|commercial_trust:0.871,title_query_fit:0.331|structured_support:0.346|mobile_render_performance:0.449
шкафы-купе цена Москва,https://shkafy-moskva.ru/tcat/shkafy-kupe/,78.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=content; raw_score=78.1; cap=100.0,0.785949,0.774002,0.9474,0.842105,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,title_query_fit:0.423
шкафы-купе цена Москва,https://www.mebelmsk.ru/catalog/shkafy/kupe/,74.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=product; raw_score=74.7; cap=78.0,0.665513,0.758669,0.837483,0.789474,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,structured_support:0.187|title_query_fit:0.269|page_structure:0.432
шкафы-купе цена Москва,https://kupehouse.ru/moskva/,72.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=content; raw_score=72.4; cap=100.0,0.697303,0.763732,0.9474,0.736842,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,heading_query_fit:0.410
шкафы-купе цена Москва,https://www.mosdommebel.ru/category/shkafy-kupe/,76.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=category; raw_score=76.7; cap=100.0,0.698859,0.793855,0.8,0.684211,100.0,,medium,crawl_indexability:1.000|commercial_trust:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|canonical_consistency:0.150
шкафы-купе цена Москва,https://dobraya-mebel.ru/shop/shkafi/shkafy-kupe/,77.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=product; raw_score=77.6; cap=100.0,0.750281,0.747781,0.774483,0.631579,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.187|title_query_fit:0.414
шкафы-купе цена Москва,https://www.fabrika-monolit.ru/shkafy-kupe/,72.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=content; raw_score=72.8; cap=78.0,0.742091,0.765604,0.812283,0.578947,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|secondary_commercial_details:1.000,title_query_fit:0.331|structured_support:0.346
шкафы-купе цена Санкт-Петербург,https://kupehouse.ru/,80.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=homepage; raw_score=80.0; cap=100.0,0.726841,0.789364,0.9874,1.0,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,heading_query_fit:0.386|title_query_fit:0.435
шкафы-купе цена Санкт-Петербург,https://spb.stolplit.ru/internet-magazin/katalog-mebeli/80-shkafy-kupe/,70.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=70.1; cap=100.0,0.725786,0.689293,0.674,0.947368,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|page_structure:0.373|title_query_fit:0.411|mobile_render_performance:0.435
шкафы-купе цена Санкт-Петербург,https://nonton.ru/mebel/shkafy/shkafy-kupe/,72.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=content; raw_score=72.4; cap=100.0,0.732146,0.742528,0.737,0.894737,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.437|mobile_render_performance:0.441
шкафы-купе цена Санкт-Петербург,https://www.spb.bestmebelshop.ru/catalog/shkafy-kupe/,73.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=product; raw_score=73.5; cap=100.0,0.599235,0.797614,0.94425,0.842105,100.0,,medium,crawl_indexability:1.000|commercial_trust:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,canonical_consistency:0.150|page_structure:0.384|title_query_fit:0.386
шкафы-купе цена Санкт-Петербург,https://spb.shkaf-kupe.ru/category/shkafy-kupe/,75.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=category; raw_score=75.3; cap=100.0,0.698211,0.732288,0.8,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.000|page_structure:0.363|title_query_fit:0.375
шкафы-купе цена Санкт-Петербург,https://www.kupenadom.ru/,77.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=77.2; cap=100.0,0.708897,0.809175,0.873283,0.736842,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.366|title_query_fit:0.388
шкафы-купе цена Санкт-Петербург,https://spb.lemanapro.ru/catalogue/shkafy-kupe/,26.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=product; raw_score=26.1; cap=35.0,0.14691,0.37529,0.03095,0.684211,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,technical_metadata:0.640|mobile_render_performance:0.591|page_structure:0.380,secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.005|semantic_query_fit:0.011
шкафы-купе цена Санкт-Петербург,https://shkaf-v-spb.ru/shkaf-kupe-na-zakaz,63.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=content; raw_score=63.9; cap=78.0,0.606806,0.738453,0.71895,0.631579,78.0,critical_query_title_fit_weak,low,text_sufficiency:1.000|commercial_trust:0.968|crawl_indexability:0.930|media_and_internal_navigation:0.910,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.326
шкафы-купе цена Санкт-Петербург,https://spb.shkafplus.ru/,66.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=homepage; raw_score=66.8; cap=78.0,0.587404,0.761574,0.7256,0.578947,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:0.943|technical_metadata:0.906,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.328
шкафы-купе цена Санкт-Петербург,https://sankt-peterburg.good-mebel.com/category/shkafy-kupe/,76.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=category; raw_score=76.0; cap=100.0,0.722073,0.754918,0.8,0.526316,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.000|heading_query_fit:0.340|title_query_fit:0.362|page_structure:0.431
шкафы-купе цена Екатеринбург,https://ekaterinburg.lemanapro.ru/catalogue/shkafy-kupe/,27.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=product; raw_score=27.4; cap=35.0,0.143367,0.374925,0.03095,1.0,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,technical_metadata:0.640|mobile_render_performance:0.589|page_structure:0.380,semantic_query_fit:0.000|secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.005
шкафы-купе цена Екатеринбург,https://kupi-kupe.ru/,69.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=69.2; cap=78.0,0.579638,0.769033,0.8,0.947368,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|commercial_trust:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.345|mobile_render_performance:0.431
шкафы-купе цена Екатеринбург,https://33komoda.ru/catalog/shkafy_kupe/,71.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=product; raw_score=71.1; cap=100.0,0.585905,0.781068,0.8,0.894737,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|secondary_commercial_details:1.000,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.365|mobile_render_performance:0.444
шкафы-купе цена Екатеринбург,https://ekaterinburg.nonton.ru/mebel/shkafy/shkafy-kupe/,70.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=content; raw_score=70.5; cap=100.0,0.704498,0.740706,0.737,0.842105,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.400|mobile_render_performance:0.441
шкафы-купе цена Екатеринбург,https://www.e-1.ru/city/ekaterinburg/,69.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=69.8; cap=100.0,0.684659,0.755971,0.7546,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|technical_metadata:0.942|secondary_commercial_details:0.880,title_query_fit:0.366|page_structure:0.449
шкафы-купе цена Екатеринбург,https://kupeural.ru/,68.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=homepage; raw_score=68.0; cap=100.0,0.578753,0.786725,0.737,0.736842,100.0,,medium,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.983,structured_support:0.000|canonical_consistency:0.150|heading_query_fit:0.200|title_query_fit:0.392
шкафы-купе цена Екатеринбург,http://ekb.kupicupe.ru/,60.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=homepage; raw_score=60.5; cap=78.0,0.565717,0.621945,0.58135,0.684211,78.0,critical_query_title_fit_weak,low,text_sufficiency:1.000|offer_and_conversion:0.860|crawl_indexability:0.850,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.344|page_structure:0.393
шкафы-купе цена Екатеринбург,https://ekat.steklodom.com/mebel-na-zakaz/shkafy/,65.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=content; raw_score=65.0; cap=78.0,0.585705,0.796928,0.774483,0.631579,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|offer_and_conversion:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,canonical_consistency:0.150|structured_support:0.187|title_query_fit:0.251
шкафы-купе цена Екатеринбург,https://gipermarketdom.ru/catalog/shkafy_kupe_gotovye/,35.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=product; raw_score=35.6; cap=55.0,0.263434,0.48097,0.0744,0.578947,55.0,critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_extremely_thin_content,blocked,crawl_indexability:0.930,heading_query_fit:0.000|structured_support:0.000|media_and_internal_navigation:0.012|semantic_query_fit:0.020
шкафы-купе цена Новосибирск,https://novosibirsk.lemanapro.ru/catalogue/shkafy-kupe/,27.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=product; raw_score=27.4; cap=35.0,0.14229,0.374925,0.03095,1.0,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,technical_metadata:0.640|mobile_render_performance:0.589|page_structure:0.380,semantic_query_fit:0.000|secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.005
шкафы-купе цена Новосибирск,https://4nozhki.ru/tovari/shkafi-kupe/novosibirsk/,16.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=content; raw_score=16.9; cap=45.0,0.114199,0.236875,0.07295,0.947368,45.0,critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|critical_title_missing|important_commercial_trust_weak|important_extremely_thin_content,blocked,mobile_render_performance:0.569|technical_metadata:0.460|crawl_indexability:0.430,title_query_fit:0.000|heading_query_fit:0.000|offer_and_conversion:0.000|structured_support:0.000
шкафы-купе цена Новосибирск,https://mebelny95.ru/novosibirsk/shkafy/shkafy-kupe,65.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=content; raw_score=65.6; cap=100.0,0.655223,0.663244,0.723,0.894737,100.0,,medium,canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|crawl_indexability:0.930,structured_support:0.000|title_query_fit:0.364
шкафы-купе цена Новосибирск,https://nsk.lazurit.com/catalog/668/shkafy-kupe/,30.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=product; raw_score=30.1; cap=45.0,0.17575,0.429481,0.0324,0.842105,45.0,critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,mobile_render_performance:0.635|technical_metadata:0.580|crawl_indexability:0.500,heading_query_fit:0.000|secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.012
шкафы-купе цена Новосибирск,https://mebelti.com/catalog/shkafy-kupe/,76.5,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=product; raw_score=76.5; cap=100.0,0.6956,0.778071,0.8,0.789474,100.0,,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.000|title_query_fit:0.367
шкафы-купе цена Новосибирск,https://mebel-nsk.ru/shkafy/shkafy-kype/,61.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=content; raw_score=61.8; cap=78.0,0.562174,0.737574,0.711483,0.736842,78.0,critical_query_title_fit_weak,low,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.913,canonical_consistency:0.150|structured_support:0.187|page_structure:0.242|title_query_fit:0.344
шкафы-купе цена Новосибирск,https://www.kuhni-nsk.ru/catalog/shkafy_kupe/,77.3,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=product; raw_score=77.3; cap=78.0,0.726493,0.77405,0.766067,0.684211,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.939,structured_support:0.333|title_query_fit:0.349
шкафы-купе цена Новосибирск,https://shkaf-kupe-novosibirsk.ru/,76.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=homepage; raw_score=76.7; cap=78.0,0.711851,0.821282,0.827367,0.631579,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,structured_support:0.312|title_query_fit:0.342
шкафы-купе цена Новосибирск,https://znatokmebeli.ru/catalog/shkafy-kupe,56.8,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=9; page_type=product; raw_score=56.8; cap=100.0,0.500608,0.626039,0.46,0.578947,100.0,,low,crawl_indexability:1.000|media_and_internal_navigation:1.000|technical_metadata:0.952|offer_and_conversion:0.860,structured_support:0.000|canonical_consistency:0.150|page_structure:0.290|secondary_commercial_details:0.300
шкафы-купе цена Новосибирск,http://www.shkaf54.ru/,64.2,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=10; page_type=homepage; raw_score=64.2; cap=100.0,0.575724,0.712833,0.702,0.526316,100.0,,low,crawl_indexability:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000|technical_metadata:0.954,structured_support:0.000|canonical_consistency:0.150|title_query_fit:0.385|page_structure:0.423
шкафы-купе цена Казань,https://kazan.lemanapro.ru/catalogue/shkafy-kupe/,27.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=1; page_type=product; raw_score=27.4; cap=35.0,0.14323,0.374925,0.03095,1.0,35.0,critical_http_status_not_ok|critical_intent_alignment_weak|critical_page_not_indexable|critical_query_title_fit_weak|critical_semantic_query_fit_weak|important_commercial_trust_weak|important_extremely_thin_content,blocked,technical_metadata:0.640|mobile_render_performance:0.589|page_structure:0.380,semantic_query_fit:0.000|secondary_commercial_details:0.000|structured_support:0.000|media_and_internal_navigation:0.005
шкафы-купе цена Казань,https://kazanshkafkupe.ru/,65.7,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=2; page_type=homepage; raw_score=65.7; cap=100.0,0.57761,0.730169,0.58235,0.947368,100.0,,medium,crawl_indexability:1.000|technical_metadata:1.000|offer_and_conversion:0.860|text_sufficiency:0.850,structured_support:0.000|canonical_consistency:0.150|page_structure:0.380|title_query_fit:0.384
шкафы-купе цена Казань,https://www.kazan.bestmebelshop.ru/catalog/shkafy-kupe/,68.9,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=3; page_type=product; raw_score=68.9; cap=100.0,0.516333,0.786421,0.94425,0.894737,100.0,,medium,crawl_indexability:1.000|commercial_trust:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,heading_query_fit:0.000|canonical_consistency:0.150|page_structure:0.299|title_query_fit:0.372
шкафы-купе цена Казань,https://kazan.inmyroom.ru/products/mebel/shkafy/shkafy-kupe,76.1,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=4; page_type=product; raw_score=76.1; cap=78.0,0.690857,0.774658,0.764983,0.842105,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|offer_and_conversion:1.000|text_sufficiency:1.000,structured_support:0.187|title_query_fit:0.287
шкафы-купе цена Казань,https://kazan.nonton.ru/mebel/shkafy/,65.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=5; page_type=content; raw_score=65.6; cap=78.0,0.618819,0.740082,0.737,0.789474,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|media_and_internal_navigation:1.000,structured_support:0.000|title_query_fit:0.176|heading_query_fit:0.337|mobile_render_performance:0.441
шкафы-купе цена Казань,https://мафа-мебель.рф/catalog/shkafy-kupe-shkafy/,67.4,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=6; page_type=product; raw_score=67.4; cap=100.0,0.61712,0.698218,0.5814,0.736842,100.0,,medium,crawl_indexability:1.000|technical_metadata:0.939|offer_and_conversion:0.860|text_sufficiency:0.850,structured_support:0.000|canonical_consistency:0.150|page_structure:0.285|title_query_fit:0.389
шкафы-купе цена Казань,https://www.divan.ru/kazan/category/shkafy-kupe,73.0,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=7; page_type=category; raw_score=73.0; cap=78.0,0.687365,0.715261,0.735983,0.684211,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|text_sufficiency:1.000|commercial_trust:0.871,title_query_fit:0.340|structured_support:0.346|page_structure:0.432|mobile_render_performance:0.449
шкафы-купе цена Казань,https://kazan.good-mebel.com/category/shkafy-kupe/,75.6,seo_weighted_rubric_v4,d45_seo_weighted_rubric_v1,deterministic_expert_rubric=true; human_label=false; rank=8; page_type=category; raw_score=75.6; cap=78.0,0.706569,0.75254,0.8,0.631579,78.0,critical_query_title_fit_weak,medium,crawl_indexability:1.000|canonical_consistency:1.000|commercial_trust:1.000|text_sufficiency:1.000,structured_support:0.000|title_query_fit:0.333|heading_query_fit:0.357|page_structure:0.401
